State,Bill Number,Summary,NCDP Categories,Subcategory,Hazard Type
West Virginia,H 4295,"Transfers the State Office of the National Flood Insurance Program from the Offices of the Insurance Commissioner to the Division of Emergency Management, requires the establishment of floodplain management guidelines in special hazard areas which are in conformity with federal regulations, requires the state treasurer to distribute funds from the flood insurance tax fund to finance the operations and responsibilities of the State Office of the National Flood Insurance Program.",Land Use,Land Use,Disaster Mitigation-Flooding
Arizona,H 2410,"Relates to environmental programs, relates to amendments.",Safety and Security,Safety and Security,"Climate Change, Climate Change - Adaptation and Environment"
Arizona,S 1146,"Relates to financial assistance for fire suppression, relates to private landowners.",Safety and Security,Safety and Security,"Disaster Mitigation, Disaster Mitigation-Wildfire"
California,A 128,Makes appropriations for the support of state government for the 2021-22 fiscal year.,Safety and Security,Safety and Security,Disaster Mitigation-Wildfire
California,A 1409,"Provides that the Planning and Zoning Law requires the legislative body of each county and city to adopt a comprehensive, long-term general plan for the physical development of the county or city and of any land outside its boundaries that bears a relation to its planning. Requires the safety element to be reviewed and updated to identify evacuation locations. Imposes a state-mandated local program.",Safety and Security,Safety and Security,"Disaster Mitigation, Disaster Mitigation-Flooding"
California,A 1570,"Requires the department to assist local governments in preventing future high intensity wildland fires and instituting appropriate fuels management by making its wildland fire prevention and vegetation management expertise available to local governments to the extent possible within the department's budgetary limitations. Defines local governments to include cities, counties, and special districts.",Safety and Security,Safety and Security,Disaster Mitigation-Wildfire
California,A 73,Includes wildfire smoke events among health emergencies. Includes agricultural workers in the definition of essential workers. Requires the committee to include a representative of a labor organization representing agricultural workers and a representative of an organization that represents agricultural employers. Requires the department to report to the Legislature regarding the PPE stockpile within 6 months of the effective date of these provisions.,Safety and Security,Safety and Security,Disaster Mitigation-Wildfire
California,S 129,Relates to the Budget Act of 2021.,Safety and Security,Safety and Security,Disaster Mitigation-Wildfire
California,S 154,"Makes appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",Safety and Security,Safety and Security,Disaster Mitigation-Wildfire
California,S 170,Amends the Budget Act of 2021.,Safety and Security,Safety and Security,"Disaster Mitigation, Wildlife-Pollinators"
California,S 332,"Provides that no person shall be liable for any fire suppression or other costs otherwise recoverable for a prescribed burn if specified conditions are met, including, among others, that the burn be for the purpose of wildland fire hazard reduction, ecological maintenance and restoration, cultural burning, silviculture, or agriculture, and that, when required, a certified burn boss review and approve a written prescription for the burn.",Safety and Security,Safety and Security,Disaster Mitigation-Wildfire
Colorado,H 1132,"Provides that before any person conducts a controlled burn, the person must provide notice of the controlled burn in accordance with local rules and regulations or, where no local rules and regulations exist, to the local dispatch center, the county sheriff, and to the fire department where the private property is located, transfers funds to the Local Firefighter Safety and Disease Prevention Fund.",Safety and Security,Safety and Security,"Disaster Mitigation, Disaster Mitigation-Wildfire"
Colorado,H 1151,"Creates the turf replacement fund in the state treasury to be administered by the board for implementation, appropriates funds to the Department of Natural Resources for use by the Colorado Conservation Board.",Safety and Security,Safety and Security,"Water-Conservation/Efficiency, Water, Disaster Mitigation, Wildlife-Pollinators"
Colorado,S 114,"Provides a board of county commissioners, in consultation with its fire protection district or fire authority, may apply to the state engineer for the designation of a pond within the borders of a county as a fire suppression pond, provides that before applying for the designation of a pond as a fire suppression pond, a board shall take specified actions, appropriates funds.",Safety and Security,Safety and Security,"Disaster Mitigation, Disaster Mitigation-Wildfire"
